date_week,revenue,tv_spend,google_search_spend,tiktok_spend,promotion,time_index
2024-01-15,1193.300298428451,0.0,35.196114840471424,22.694618788278735,0,0.34838709677419355
2024-01-22,1270.0718503027958,0.0,47.95597245450197,35.9724484950566,0,0.3548387096774194
2024-01-29,1272.3729072070832,41.90115802900952,48.473141478553,18.15883303095329,0,0.36129032258064514
2024-02-05,1268.5726120521576,0.0,27.008264367274425,8.490241389278061,0,0.36774193548387096
2024-02-12,1281.267408467649,20.051795930036725,42.67232349228686,13.659591263073175,0,0.3741935483870968
2024-02-19,1315.73776260163,64.1010208486015,65.6997286280985,29.712178427655545,0,0.38064516129032255
2024-02-26,1327.41534071522,0.0,47.37192328570138,60.0,0,0.3870967741935484
2024-03-04,1248.071737142033,0.0,53.16218241229861,50.56771171641347,0,0.3935483870967742
2024-03-11,1218.0024724794603,0.0,38.79607610656332,10.62808492001628,0,0.4
2024-03-18,1242.6595023183056,0.0,42.95909000050592,23.63097536553049,0,0.4064516129032258
2024-03-25,1372.8275841877437,0.0,59.751196051105865,17.984812544988987,1,0.4129032258064516
2024-04-01,1346.2054540934616,71.94822535509404,61.9462045772455,15.364005150813227,0,0.41935483870967744
2024-04-08,1399.674937407969,42.86931670460764,47.12447932529524,14.422095626030355,1,0.4258064516129032
2024-04-15,1273.6266426875902,78.04166690942198,47.93522132573757,28.56158685930925,0,0.432258064516129
2024-04-22,1316.6257076853344,75.32520113718286,36.298481164371665,9.834412234265432,0,0.43870967741935485
2024-04-29,1297.837973016427,11.11784084053146,51.39244124245837,29.437513377673277,0,0.44516129032258067
2024-05-06,1250.3885775334502,51.64615242843528,36.315499435785476,10.087637853802814,0,0.45161290322580644
2024-05-13,1271.5374972610095,34.515372270687564,42.601959601937,14.01431227987018,0,0.45806451612903226
2024-05-20,1378.2611946098807,0.0,40.05024604927295,15.261542589024915,1,0.4645161290322581
2024-05-27,1227.1662430177716,10.888830942640578,35.5049228126749,16.364988975546147,0,0.47096774193548385
2024-06-03,1340.0155849234761,13.894563759423919,43.52571737232954,31.67899577412073,1,0.4774193548387097
2024-06-10,1220.7864405441403,0.0,54.48816205383336,35.72387063842815,0,0.4838709677419355
2024-06-17,1371.4417436201063,53.5834994045,58.80563125051674,32.31802431119542,1,0.49032258064516127
2024-06-24,1240.2531293024438,0.0,49.46995233684528,16.67812300877487,0,0.4967741935483871
2024-07-01,1333.7414151573653,81.74555400305216,38.91294230160857,60.0,0,0.5032258064516129
2024-07-08,1234.4518574083377,0.0,48.09162338622418,12.187894216228699,0,0.5096774193548387
2024-07-15,1169.7707914312493,40.127586991745815,35.03378750239229,14.93925947976804,0,0.5161290322580645
2024-07-22,1166.485142916215,46.81656494577814,35.4923015804399,14.03788271479004,0,0.5225806451612903
2024-07-29,1211.6246943869075,55.32083251332903,43.59140006514388,23.42805405337364,0,0.5290322580645161
2024-08-05,1231.965396503709,0.0,55.61146818964147,15.013606587611903,0,0.535483870967742
2024-08-12,1194.1202188465872,44.399246341889395,45.88606810556064,3.616888667675597,0,0.5419354838709678
2024-08-19,1243.005519570259,81.44972640451516,49.76411780465249,35.58359875891695,0,0.5483870967741935
2024-08-26,1170.9441797724883,43.36663331528416,45.326441969027755,8.199614435230886,0,0.5548387096774193
2024-09-02,1258.9023729745877,40.93560934564709,49.18180377532292,47.451868229863685,0,0.5612903225806452
2024-09-09,1126.4134544509113,0.0,42.34470684962893,20.005647929577343,0,0.567741935483871
2024-09-16,1277.6350733539753,120.0,48.9187033349351,34.168419044811856,0,0.5741935483870968
2024-09-23,1203.9463308304173,0.0,40.43402878374811,28.979719121098785,0,0.5806451612903226
2024-09-30,1269.6891070714235,0.0,43.672858235833246,38.39316694858707,1,0.5870967741935483
2024-10-07,1162.1603994370666,57.03500762979289,54.805136572743706,5.409904346599798,0,0.5935483870967742
2024-10-14,1190.8304825495557,119.25026875546776,38.611896120229794,8.374921795879594,0,0.6
2024-10-21,1238.3309110179625,0.0,36.82247257939182,43.7949191551512,0,0.6064516129032258
2024-10-28,1161.9012769292526,53.375134929850766,39.83945220995827,2.7662702597666247,0,0.6129032258064516
2024-11-04,1301.6314064785397,0.0,48.54275000887225,38.40220170455212,1,0.6193548387096774
2024-11-11,1101.7386899098249,0.0,35.9513072767702,7.870634184877804,0,0.6258064516129033
2024-11-18,1177.7176073720527,72.81329246876282,49.70795598054297,38.488933792375356,0,0.632258064516129
2024-11-25,1336.7332715462376,0.0,49.64083589645215,29.743993725566057,1,0.6387096774193548
2024-12-02,1416.4158891282364,81.18366106954986,50.31171902812406,29.015595802287557,1,0.6451612903225806
2024-12-09,1377.0968831771681,120.0,54.01172376068467,20.632509368811867,0,0.6516129032258065
2024-12-16,1304.4351518555868,63.17167488497715,50.37914911318575,16.1737746974217,0,0.6580645161290323
2024-12-23,1289.5825026349644,28.265195012538204,45.705571915840075,58.066513750914005,0,0.6645161290322581
2024-12-30,1251.0423785382561,0.0,51.62877782311856,31.112562193390147,0,0.6709677419354839
2025-01-06,1303.5130642746833,59.30009525796399,36.83463397934291,7.20536167317747,0,0.6774193548387096
2025-01-13,1304.8093342468912,0.0,54.259049577319516,11.920659128367156,0,0.6838709677419355
2025-01-20,1289.0739197772393,86.86091163235336,59.816299081124264,33.306109636400414,0,0.6903225806451613
2025-01-27,1327.3165135564761,25.46884899159934,36.05035608613488,20.88166408065986,0,0.6967741935483871
2025-02-03,1315.0538754810111,53.58760947983179,43.360226457429256,35.038172601415546,0,0.7032258064516129
2025-02-10,1286.797302411647,0.0,43.72488671645748,12.005953364227425,0,0.7096774193548387
2025-02-17,1258.6079336148994,0.0,46.51547845678133,7.910995757541565,0,0.7161290322580646
2025-02-24,1251.9120439621356,0.0,45.408393401089384,9.568959196646894,0,0.7225806451612903
2025-03-03,1387.592326771187,49.21146913777243,36.74948418444686,23.528943409016446,0,0.7290322580645161
2025-03-10,1379.4388323493072,10.614330151549837,44.19348119536584,44.2270125472332,0,0.7354838709677419
2025-03-17,1239.488028738152,0.0,37.544930141170205,21.530354809025084,0,0.7419354838709677
2025-03-24,1345.5419957484803,120.0,63.2243223633581,22.698164999732946,0,0.7483870967741936
2025-03-31,1377.2132455198569,24.522451667487466,48.221149258034444,35.94173559029728,0,0.7548387096774194
2025-04-07,1285.950168291996,0.0,34.20822003166234,9.449298877997041,0,0.7612903225806451
2025-04-14,1276.1441842990175,0.0,39.84804122164664,25.788105588365944,0,0.7677419354838709
2025-04-21,1411.2513655349178,4.27722092937323,52.88638022936599,13.783520248733085,1,0.7741935483870968
2025-04-28,1433.4244164601423,0.0,48.51036172328242,43.31702616712319,1,0.7806451612903226
2025-05-05,1431.7945718272301,52.6238248556902,62.74263275771005,19.276849362660094,1,0.7870967741935484
2025-05-12,1307.8767939858276,20.99715674739004,62.633314932063136,7.396436539647281,0,0.7935483870967742
2025-05-19,1322.554830599334,23.751283653327576,43.36585764670595,11.668308905488875,0,0.8
2025-05-26,1243.3726482647612,25.853463979966346,56.103237273643686,34.11495591238797,0,0.8064516129032258
2025-06-02,1312.6320126542773,0.0,64.73190015489138,6.57712189663955,0,0.8129032258064516
2025-06-09,1287.7903253369807,120.0,46.39408853373038,39.035224073599586,0,0.8193548387096774
2025-06-16,1274.9502545236558,0.0,30.281828024136132,19.145593823063706,0,0.8258064516129032
2025-06-23,1285.4941447274111,44.155136812112104,39.76777357084536,11.206800955736336,0,0.832258064516129
2025-06-30,1297.384033502232,52.33827461219288,61.55008124440107,21.718067821970696,0,0.8387096774193549
2025-07-07,1219.573658187022,0.0,37.15649602565146,4.96297777511817,0,0.8451612903225807
2025-07-14,1200.434726639347,0.0,36.197519885912094,6.286905320167877,0,0.8516129032258064
2025-07-21,1152.6810145040538,0.0,34.56372018260087,21.740663127561156,0,0.8580645161290322
2025-07-28,1141.2061972099814,0.0,41.43452345310905,11.74860828874509,0,0.864516129032258
2025-08-04,1140.1597995844925,0.0,33.279564362485836,29.502553378827475,0,0.8709677419354839
2025-08-11,1198.2312463372723,0.0,34.72682815662103,51.358707284442396,0,0.8774193548387097
2025-08-18,1121.1212159901947,0.0,19.619018377416012,26.132911060635323,0,0.8838709677419355
2025-08-25,1233.5645456837203,86.85398687057219,61.52997960282693,30.82595802152052,0,0.8903225806451613
2025-09-01,1239.286702817191,17.28214583378814,40.82155305035624,60.0,0,0.896774193548387
2025-09-08,1160.2668760120894,0.0,52.03968029727372,16.718325987997417,0,0.9032258064516129
2025-09-15,1220.2412506913302,25.496645375730846,44.13969499752285,41.517398462083754,0,0.9096774193548387
2025-09-22,1227.7556444532545,0.0,54.17165602899893,30.297385115620997,0,0.9161290322580645
2025-09-29,1178.3825311680723,1.916680787138502,35.215765281081104,21.559526865641374,0,0.9225806451612903
2025-10-06,1309.3752525348286,106.25665669614348,49.758382918506044,33.07822964527436,0,0.9290322580645162
2025-10-13,1237.2071875822023,0.0,50.839804475526975,49.21281230915821,0,0.9354838709677419
2025-10-20,1267.7906257914756,0.0,51.79173626880948,28.85563843536973,1,0.9419354838709677
2025-10-27,1230.4204105274182,12.917637181333932,53.86771794659685,17.916755972826866,0,0.9483870967741935
2025-11-03,1308.5291227827533,18.994948493186612,46.373347260888735,57.072322167495265,0,0.9548387096774194
2025-11-10,1242.7167571138627,0.0,44.27268024386027,22.49183120771191,0,0.9612903225806452
2025-11-17,1224.5456465705013,0.0,41.18235739031295,41.7667205130637,0,0.967741935483871
2025-11-24,1371.9576926354734,5.966963789587075,58.413123293035724,6.658834560319672,1,0.9741935483870968
2025-12-01,1382.327556064174,88.41859996233028,65.01417190802418,20.544985306361802,1,0.9806451612903225
2025-12-08,1286.1992387399355,10.088072490021359,42.74777506054458,42.86113962333196,0,0.9870967741935484
2025-12-15,1228.413311829358,18.630912154822564,62.75278025455409,23.849719939725105,0,0.9935483870967742
2025-12-22,1325.6561702637625,95.64673817561588,43.677704145993985,10.078599451370058,0,1.0
